2024-05-21 11:12:12,546 INFO    StreamThr :353520 [internal.py:wandb_internal():86] W&B internal server running at pid: 353520, started at: 2024-05-21 11:12:12.545661
2024-05-21 11:12:13,346 DEBUG   HandlerThread:353520 [system_monitor.py:probe():223] {'os': 'Linux-4.18.0-425.3.1.el8.x86_64-x86_64-with-glibc2.28', 'python': '3.12.2', 'heartbeatAt': '2024-05-21T09:12:13.326665', 'startedAt': '2024-05-21T09:12:12.512419', 'docker': None, 'cuda': None, 'args': ('-train', '../data/CL_PDCs2018_expression/samples1/sparseGO_train.txt', '-val', '../data/CL_PDCs2018_expression/samples1/sparseGO_val.txt', '-onto', '../data/CL_PDCs2018_expression/samples1/sparseGO_ont.txt', '-gene2id', '../data/CL_PDCs2018_expression/samples1/gene2ind.txt', '-drug2id', '../data/CL_PDCs2018_expression/samples1/drug2ind.txt', '-cell2id', '../data/CL_PDCs2018_expression/samples1/cell2ind.txt', '-genotype', '../data/CL_PDCs2018_expression/samples1/cell2expression_quartile.txt', '-fingerprint', '../data/CL_PDCs2018_expression/samples1/drug2fingerprint.txt', '-drugs_names', '../data/CL_PDCs2018_expression/samples1/compound_names.txt', '-epoch', '300', '-lr', '0', '-decay_rate', '0', '-batchsize', '1000', '-modeldir', '../results/CL_PDCs2018_expression/samples1/', '-num_neurons_per_GO', '6', '-num_neurons_final_GO', '6', '-drug_neurons', '100,50,6', '-num_neurons_final', '6', '-predict', '../data/CL_PDCs2018_expression/samples1/sparseGO_test.txt', '-result', '../results/CL_PDCs2018_expression/samples1/', '-project', 'CL_PDCs2018_expression_quartile', '-sweep_name', 'samples1'), 'state': 'running', 'program': '/scratch/ksada/SparseGO4patients/cluster/../code/train.py', 'codePathLocal': None, 'codePath': 'code/train.py', 'git': {'remote': 'https://github.com/KatynaSada/SparseGO4patients.git', 'commit': '96a2c0169348b940731bda8fc3943a6ecbd649c0'}, 'email': 'ksada@unav.es', 'root': '/scratch/ksada/SparseGO4patients', 'host': 'hyperion-074', 'username': 'ksada', 'executable': '/scratch/ksada/envs/SparseGO/bin/python', 'cpu_count': 48, 'cpu_count_logical': 48, 'cpu_freq': {'current': 3.0343958333333334, 'min': 1200.0, 'max': 4000.0}, 'cpu_freq_per_core': [{'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.828, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.823, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3.0, 'min': 1200.0, 'max': 4000.0}], 'disk': {'/': {'total': 49.9755859375, 'used': 11.852493286132812}}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 92.78815841674805}}
2024-05-21 11:12:13,346 INFO    HandlerThread:353520 [system_monitor.py:probe():224] Finished collecting system info
2024-05-21 11:12:13,346 INFO    HandlerThread:353520 [system_monitor.py:probe():227] Publishing system info
2024-05-21 11:12:13,346 DEBUG   HandlerThread:353520 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-05-21 11:12:14,119 INFO    Thread-12 :353520 [dir_watcher.py:_on_file_created():271] file/dir created: /scratch/ksada/SparseGO4patients/cluster/wandb/run-20240521_111212-pifdxmhl/files/conda-environment.yaml
2024-05-21 11:12:18,929 DEBUG   HandlerThread:353520 [system_info.py:_save_conda():220] Saving conda packages done
2024-05-21 11:12:18,931 INFO    HandlerThread:353520 [system_monitor.py:probe():229] Finished publishing system info
2024-05-21 11:12:18,972 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:12:18,972 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: keepalive
2024-05-21 11:12:18,972 DEBUG   SenderThread:353520 [sender.py:send():382] send: files
2024-05-21 11:12:18,972 INFO    SenderThread:353520 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-05-21 11:12:18,983 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: python_packages
2024-05-21 11:12:18,983 DEBUG   SenderThread:353520 [sender.py:send_request():409] send_request: python_packages
2024-05-21 11:12:18,983 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: stop_status
2024-05-21 11:12:18,984 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-21 11:12:18,999 DEBUG   SenderThread:353520 [sender.py:send_request():409] send_request: stop_status
2024-05-21 11:12:19,125 INFO    Thread-12 :353520 [dir_watcher.py:_on_file_modified():288] file/dir modified: /scratch/ksada/SparseGO4patients/cluster/wandb/run-20240521_111212-pifdxmhl/files/conda-environment.yaml
2024-05-21 11:12:19,125 INFO    Thread-12 :353520 [dir_watcher.py:_on_file_created():271] file/dir created: /scratch/ksada/SparseGO4patients/cluster/wandb/run-20240521_111212-pifdxmhl/files/requirements.txt
2024-05-21 11:12:19,125 INFO    Thread-12 :353520 [dir_watcher.py:_on_file_created():271] file/dir created: /scratch/ksada/SparseGO4patients/cluster/wandb/run-20240521_111212-pifdxmhl/files/wandb-metadata.json
2024-05-21 11:12:19,319 DEBUG   SenderThread:353520 [sender.py:send():382] send: telemetry
2024-05-21 11:12:19,664 INFO    wandb-upload_0:353520 [upload_job.py:push():131] Uploaded file /tmp/tmpkf3e4dj5wandb/z1fv9xr4-wandb-metadata.json
2024-05-21 11:12:20,126 INFO    Thread-12 :353520 [dir_watcher.py:_on_file_created():271] file/dir created: /scratch/ksada/SparseGO4patients/cluster/wandb/run-20240521_111212-pifdxmhl/files/output.log
2024-05-21 11:12:22,129 INFO    Thread-12 :353520 [dir_watcher.py:_on_file_modified():288] file/dir modified: /scratch/ksada/SparseGO4patients/cluster/wandb/run-20240521_111212-pifdxmhl/files/output.log
2024-05-21 11:12:23,327 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:12:28,333 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:12:33,341 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:12:33,988 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-21 11:12:33,990 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: stop_status
2024-05-21 11:12:33,990 DEBUG   SenderThread:353520 [sender.py:send_request():409] send_request: stop_status
2024-05-21 11:12:39,217 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:12:44,220 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:12:45,164 INFO    Thread-12 :353520 [dir_watcher.py:_on_file_modified():288] file/dir modified: /scratch/ksada/SparseGO4patients/cluster/wandb/run-20240521_111212-pifdxmhl/files/config.yaml
2024-05-21 11:12:48,169 INFO    Thread-12 :353520 [dir_watcher.py:_on_file_modified():288] file/dir modified: /scratch/ksada/SparseGO4patients/cluster/wandb/run-20240521_111212-pifdxmhl/files/output.log
2024-05-21 11:12:48,984 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: stop_status
2024-05-21 11:12:48,985 DEBUG   SenderThread:353520 [sender.py:send_request():409] send_request: stop_status
2024-05-21 11:12:48,986 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-21 11:12:50,150 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:12:52,175 INFO    Thread-12 :353520 [dir_watcher.py:_on_file_modified():288] file/dir modified: /scratch/ksada/SparseGO4patients/cluster/wandb/run-20240521_111212-pifdxmhl/files/output.log
2024-05-21 11:12:54,178 INFO    Thread-12 :353520 [dir_watcher.py:_on_file_modified():288] file/dir modified: /scratch/ksada/SparseGO4patients/cluster/wandb/run-20240521_111212-pifdxmhl/files/output.log
2024-05-21 11:12:55,155 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:13:00,155 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:13:03,984 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: stop_status
2024-05-21 11:13:03,985 DEBUG   SenderThread:353520 [sender.py:send_request():409] send_request: stop_status
2024-05-21 11:13:03,986 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-21 11:13:05,162 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:13:10,163 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:13:13,309 DEBUG   SystemMonitor:353520 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-21 11:13:13,310 DEBUG   SenderThread:353520 [sender.py:send():382] send: stats
2024-05-21 11:13:15,311 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:13:18,985 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: stop_status
2024-05-21 11:13:18,985 DEBUG   SenderThread:353520 [sender.py:send_request():409] send_request: stop_status
2024-05-21 11:13:19,025 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-21 11:13:20,340 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:13:25,341 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:13:30,347 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:13:33,985 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: stop_status
2024-05-21 11:13:33,985 DEBUG   SenderThread:353520 [sender.py:send_request():409] send_request: stop_status
2024-05-21 11:13:34,026 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-21 11:13:36,165 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:13:41,166 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:13:43,311 DEBUG   SenderThread:353520 [sender.py:send():382] send: stats
2024-05-21 11:13:46,318 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:13:48,985 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: stop_status
2024-05-21 11:13:48,985 DEBUG   SenderThread:353520 [sender.py:send_request():409] send_request: stop_status
2024-05-21 11:13:49,025 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-21 11:13:52,220 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:13:57,221 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:14:02,221 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:14:03,985 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: stop_status
2024-05-21 11:14:03,986 DEBUG   SenderThread:353520 [sender.py:send_request():409] send_request: stop_status
2024-05-21 11:14:04,025 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-21 11:14:08,133 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:14:13,134 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:14:13,311 DEBUG   SenderThread:353520 [sender.py:send():382] send: stats
2024-05-21 11:14:18,312 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:14:18,985 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: stop_status
2024-05-21 11:14:18,986 DEBUG   SenderThread:353520 [sender.py:send_request():409] send_request: stop_status
2024-05-21 11:14:19,025 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-21 11:14:24,238 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:14:29,239 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:14:33,986 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: stop_status
2024-05-21 11:14:33,986 DEBUG   SenderThread:353520 [sender.py:send_request():409] send_request: stop_status
2024-05-21 11:14:34,026 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-21 11:14:35,224 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:14:40,224 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:14:43,313 DEBUG   SenderThread:353520 [sender.py:send():382] send: stats
2024-05-21 11:14:45,336 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: status_report
2024-05-21 11:14:48,985 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: stop_status
2024-05-21 11:14:48,986 DEBUG   SenderThread:353520 [sender.py:send_request():409] send_request: stop_status
2024-05-21 11:14:49,026 DEBUG   HandlerThread:353520 [handler.py:handle_request():146] handle_request: internal_messages
